31.8,26.3,29.9,28.4,26.8,58.2,38.0,36.2
33.1,27.5,33.8,27.4,27.7,59.4,38.5,37.3
34.2,27.0,33.6,30.2,26.4,61.0,37.7,37.6
37.7,28.7,37.6,31.0,30.8,63.8,39.8,40.0
38.0,29.5,39.9,32.4,29.6,65.8,39.4,40.8
