45.2,67.5,28.2,71.7,73.4,48.0,61.8,77.9,48.5,18.2,27.5,51.6
48.5,69.5,45.8,80.2,76.2,48.4,62.8,76.7,50.8,26.1,28.5,55.8
45.8,71.8,49.8,78.6,64.4,46.2,64.0,72.5,52.3,44.2,41.5,57.4
49.5,67.7,48.5,71.7,74.1,52.0,66.6,77.8,51.6,43.1,43.8,58.8
