42.8,68.4,27.8,68.6,70.3,49.4,57.7,76.0,46.9,11.1,15.9,48.6
44.5,67.9,34.8,75.4,76.2,51.2,61.8,77.2,50.3,19.9,27.9,53.4
50.8,65.4,45.2,71.7,75.6,48.2,57.2,77.0,48.2,23.1,32.0,54.0
46.5,70.5,30.2,74.2,77.6,48.6,63.3,77.3,49.1,27.3,33.2,54.3
44.5,67.2,40.3,72.6,72.6,50.8,62.8,78.0,49.7,27.6,33.9,54.5
52.8,68.4,42.4,75.7,62.6,47.0,59.4,70.8,50.8,36.5,35.5,54.7
